transactionID,carrierID,customerID,amount,date
2489,3,183,8.8,2008-05-22 19:15:35
2490,2,292,16.77,2005-05-13 07:33:36
2491,1,491,18.45,2006-05-08 11:25:44
2492,3,858,6.46,2005-05-04 18:15:12
2493,2,599,6.49,2006-12-14 14:46:38
2494,2,969,6.6,2008-11-17 05:07:38
2495,3,357,7.52,2007-01-06 18:15:53
2496,3,93,8.63,2008-10-16 16:05:32
2497,1,419,5.85,2006-01-08 02:41:21
2498,2,723,18.08,2007-10-12 13:28:56
2499,2,816,18.3,2008-08-21 01:07:42
2500,3,917,14.12,2005-07-06 14:58:40
2501,3,712,10.43,2007-12-27 22:47:31
2502,1,878,13.47,2005-11-08 21:43:19
2503,2,510,18.84,2009-04-24 05:10:20
2504,3,298,17.84,2007-08-15 06:16:51
2505,3,68,13.1,2007-12-25 15:14:45
2506,3,707,7.09,2008-09-20 20:33:47
2507,1,116,10.76,2007-01-12 00:07:08
2508,1,235,13.73,2009-10-15 13:51:15
2509,2,495,11.2,2006-01-08 03:24:30
2510,2,322,8.88,2006-08-05 10:18:55
2511,1,973,5.44,2006-08-27 05:15:23
2512,2,45,9.49,2008-06-30 11:53:55
2513,1,840,18.81,2009-02-09 19:38:11
2514,3,273,17.83,2007-02-20 22:13:02
2515,1,261,11.25,2006-05-29 10:22:50
2516,3,417,14.05,2005-11-21 04:13:16
2517,1,960,11.24,2007-05-04 18:06:24
2518,2,433,15.27,2008-11-07 18:33:35
2519,1,601,19.5,2007-07-05 07:45:31
2520,1,178,14.0,2006-05-14 07:12:08
2521,2,890,17.16,2007-03-12 05:25:14
2522,2,510,14.77,2009-08-25 23:28:11
2523,3,754,16.32,2005-05-26 12:59:59
2524,2,597,7.19,2005-05-10 00:47:26
2525,2,188,19.01,2005-05-05 14:27:19
2526,3,338,13.49,2007-08-19 03:05:02
2527,1,498,18.37,2005-07-21 01:37:36
2528,1,189,9.99,2009-09-03 14:02:56
2529,1,601,11.46,2009-11-21 14:55:39
2530,1,174,17.85,2008-01-09 14:09:57
2531,3,612,13.6,2005-08-03 20:57:30
2532,3,503,6.38,2007-03-10 05:53:50
2533,1,221,18.16,2006-04-28 04:57:29
2534,2,279,9.83,2005-07-24 03:01:30
2535,3,601,14.43,2007-11-13 21:59:51
2536,3,955,7.81,2009-06-17 04:18:53
2537,2,159,9.39,2008-11-19 04:04:58
2538,3,541,14.11,2005-10-08 23:45:03
2539,3,682,10.85,2007-08-10 14:26:45
2540,1,227,11.51,2006-01-02 19:45:32
2541,1,139,13.03,2007-06-18 17:29:15
2542,3,2,8.05,2007-05-08 19:41:55
2543,3,342,5.62,2006-07-12 03:22:59
2544,1,28,15.7,2005-07-30 00:01:39
2545,3,451,11.68,2008-08-16 12:02:26
2546,1,32,11.47,2006-01-03 00:06:17
2547,1,832,7.36,2009-09-10 18:11:56
2548,3,717,13.13,2007-10-26 15:13:01
2549,2,893,16.7,2006-03-13 20:53:53
2550,2,672,10.82,2005-08-09 16:38:39
2551,3,349,16.0,2005-05-10 05:42:37
2552,1,544,13.51,2007-12-20 21:13:25
2553,3,380,7.94,2008-06-29 10:10:35
2554,2,968,17.08,2008-09-07 17:22:48
2555,2,212,12.29,2005-11-16 12:20:40
2556,3,198,11.28,2009-01-28 18:24:09
2557,1,751,16.06,2006-07-16 11:15:17
2558,3,387,6.28,2007-12-25 06:07:36
2559,3,338,8.58,2005-01-28 11:36:43
2560,2,254,5.45,2005-05-28 21:11:16
2561,3,556,10.72,2008-10-03 06:24:06
2562,1,557,18.4,2006-09-16 13:40:35
2563,1,750,16.22,2009-11-11 21:04:23
2564,3,516,15.1,2006-07-15 22:10:46
2565,3,216,15.42,2009-02-03 21:27:38
2566,3,984,14.61,2008-11-04 23:21:33
2567,3,1,5.85,2007-12-20 15:23:19
2568,1,439,19.86,2009-06-16 06:16:05
2569,3,747,13.97,2007-03-01 07:20:23
2570,1,689,12.26,2009-12-24 07:39:07
2571,3,56,16.65,2008-03-29 17:18:40
2572,2,972,7.69,2009-10-04 14:09:28
2573,1,145,9.04,2008-08-07 02:48:36
2574,1,390,18.86,2008-02-03 13:42:07
2575,2,834,15.15,2005-06-15 09:08:24
2576,1,331,5.05,2009-11-22 04:24:03
2577,1,972,9.0,2007-12-24 21:35:04
2578,2,109,11.13,2009-03-04 22:49:44
2579,3,61,18.45,2008-11-14 14:30:12
2580,1,135,7.31,2007-03-25 17:41:35
2581,1,670,5.51,2009-09-16 02:29:18
2582,3,567,17.25,2008-06-03 10:50:14
2583,1,532,15.54,2005-06-14 10:43:35
2584,3,848,18.48,2005-05-26 15:18:36
2585,2,298,15.33,2006-04-08 13:00:24
2586,3,820,15.95,2008-12-04 04:37:32
2587,2,307,10.8,2009-08-22 21:25:19
2588,1,340,18.54,2008-07-16 06:00:01
2589,3,155,13.14,2005-01-03 23:02:17
2590,3,494,11.34,2005-02-03 16:30:31
2591,3,27,19.27,2008-02-05 11:12:52
2592,2,757,14.45,2007-02-19 12:30:00
2593,1,138,9.41,2005-04-12 20:33:17
2594,1,111,17.36,2005-10-27 04:48:45
2595,3,345,13.47,2005-09-09 13:24:07
2596,1,264,19.4,2007-05-21 17:52:05
2597,3,223,18.33,2008-01-09 14:14:31
2598,2,914,12.88,2009-12-23 11:28:17
2599,1,597,18.39,2009-02-18 19:10:55
2600,1,396,7.57,2008-03-25 19:10:23
2601,2,926,14.37,2005-07-29 03:55:08
2602,3,569,11.87,2006-04-14 00:05:05
2603,1,200,14.52,2008-02-21 13:41:28
2604,3,486,15.33,2008-10-14 01:41:51
2605,3,341,5.95,2008-02-01 11:51:53
2606,1,231,14.25,2007-01-07 03:13:14
2607,2,691,8.66,2005-08-21 15:43:41
2608,1,551,16.88,2005-06-12 10:51:36
2609,3,56,17.82,2009-09-26 02:01:48
2610,3,438,18.24,2008-03-28 06:31:04
2611,3,331,12.33,2006-05-25 01:10:24
2612,3,933,19.22,2008-07-25 08:37:11
2613,2,639,11.0,2005-01-10 12:19:48
2614,3,827,7.66,2006-03-03 16:51:18
2615,3,811,13.61,2007-07-06 03:00:41
2616,2,888,16.44,2006-02-13 23:32:45
2617,3,922,5.39,2007-04-30 15:12:02
2618,3,224,17.02,2005-09-27 05:23:25
2619,3,458,10.68,2009-10-18 09:48:46
2620,1,443,13.93,2009-01-02 02:07:01
2621,1,285,6.07,2009-08-13 06:56:24
2622,3,140,8.17,2008-03-11 04:25:58
2623,1,482,18.1,2005-08-10 14:57:41
2624,1,284,19.77,2005-01-03 16:54:52
2625,3,363,7.41,2008-07-26 06:28:24
2626,1,707,5.46,2008-06-24 21:59:45
2627,2,449,10.46,2008-02-22 11:13:38
2628,1,46,14.44,2009-07-15 20:39:35
2629,3,852,5.05,2008-05-06 20:31:39
2630,2,626,16.11,2007-07-20 05:16:30
2631,1,788,12.1,2009-10-28 06:23:18
2632,3,762,12.49,2005-04-29 02:34:08
2633,2,135,5.81,2007-12-09 08:42:15
2634,3,255,17.26,2009-01-06 23:19:16
2635,3,940,18.08,2006-04-14 18:07:55
2636,3,645,16.09,2009-05-15 16:32:46
2637,3,869,19.12,2007-10-09 17:26:27
2638,2,417,5.0,2008-04-23 09:19:16
2639,3,2,13.38,2009-01-30 07:25:33
2640,3,564,7.99,2008-02-26 15:08:18
2641,3,466,11.94,2006-06-02 00:57:15
2642,2,638,5.3,2007-09-23 22:57:59
2643,3,307,10.62,2006-02-23 22:49:49
2644,2,289,11.57,2007-01-16 10:38:41
2645,2,680,18.09,2007-06-09 15:08:21
2646,1,471,10.53,2009-05-22 03:22:55
2647,1,314,14.5,2007-12-04 07:41:01
2648,1,242,10.52,2009-11-11 17:50:58
2649,1,977,10.01,2008-02-07 03:41:05
2650,3,48,18.48,2007-06-29 21:53:11
2651,2,509,14.33,2008-08-06 13:41:31
2652,3,363,19.69,2008-01-08 19:55:42
2653,1,740,6.6,2009-05-18 09:17:38
2654,1,866,18.01,2009-06-14 22:25:14
2655,3,12,14.18,2006-04-17 20:49:22
2656,3,438,5.68,2006-08-14 21:31:00
2657,3,733,18.1,2009-03-29 12:19:02
2658,1,874,18.78,2009-04-11 01:09:29
2659,3,26,5.56,2005-11-18 05:44:01
2660,2,393,10.44,2009-08-20 07:42:48
2661,2,45,19.25,2009-11-17 12:06:49
2662,2,968,9.71,2008-06-08 05:30:55
2663,3,466,12.7,2005-10-12 13:04:39
2664,2,182,12.71,2008-09-03 14:01:29
2665,1,757,11.8,2009-06-25 21:13:21
2666,3,7,19.34,2005-01-11 09:03:57
2667,3,620,11.21,2007-02-06 08:22:08
2668,1,765,7.88,2007-12-26 13:27:15
2669,3,452,5.72,2009-03-06 12:47:22
2670,2,477,15.33,2007-06-28 06:55:07
2671,1,808,8.08,2007-05-15 17:13:25
2672,3,764,13.43,2009-08-15 07:50:02
2673,2,159,16.38,2009-11-19 08:44:51
2674,1,77,6.17,2005-12-25 08:37:45
2675,3,675,12.57,2006-09-28 08:50:40
2676,3,876,12.77,2007-12-13 03:19:24
2677,3,724,12.26,2005-03-02 07:41:39
2678,3,424,13.02,2006-03-27 17:50:23
2679,2,99,9.75,2007-04-05 00:49:20
2680,1,712,7.2,2007-03-03 21:35:23
2681,1,283,10.43,2009-09-18 21:11:40
2682,2,294,17.18,2009-01-19 00:46:30
2683,3,603,14.92,2009-10-22 20:23:30
2684,2,375,10.47,2005-05-08 12:11:35
2685,1,635,14.65,2007-08-27 06:15:01
2686,2,8,14.69,2006-01-15 13:00:35
2687,3,526,12.0,2006-01-04 14:32:59
2688,3,700,14.07,2009-04-06 05:58:35
2689,3,904,14.98,2008-03-12 15:17:56
2690,1,905,16.21,2005-03-11 05:38:17
2691,2,939,13.18,2006-03-17 17:25:27
2692,2,722,16.72,2007-02-11 03:29:34
2693,1,461,10.68,2009-05-16 05:19:36
2694,3,312,8.42,2006-06-09 11:52:48
2695,3,499,16.95,2008-12-04 09:15:55
2696,2,525,16.8,2005-09-18 04:37:26
2697,2,392,7.03,2005-04-01 18:37:06
2698,3,854,6.29,2007-12-25 18:23:58
2699,2,228,5.17,2008-05-31 17:30:22
2700,1,841,18.15,2005-03-04 15:05:05
2701,3,645,19.26,2005-05-06 14:02:28
2702,2,602,15.48,2009-06-03 06:47:04
2703,3,733,14.09,2006-08-08 08:31:57
2704,1,538,9.81,2008-05-05 14:28:36
2705,2,356,8.38,2008-11-21 02:13:09
2706,2,456,18.44,2007-01-30 21:49:25
2707,2,608,19.75,2008-02-05 22:36:35
2708,1,118,12.8,2007-02-17 03:49:29
2709,3,197,6.02,2005-10-20 06:12:01
2710,2,882,5.41,2006-09-13 09:44:53
2711,3,655,18.96,2006-03-16 17:10:42
2712,2,131,15.79,2006-09-11 15:55:06
2713,2,391,19.12,2007-01-09 10:49:23
2714,3,927,14.29,2008-10-02 12:38:15
2715,2,938,17.38,2005-09-23 14:39:25
2716,3,19,8.29,2007-08-07 03:00:46
2717,1,319,13.43,2009-06-11 07:42:43
2718,1,447,10.17,2007-07-12 18:03:20
2719,3,759,8.58,2008-03-23 21:12:04
2720,1,989,13.8,2008-01-15 16:11:32
2721,1,250,18.15,2009-11-19 09:40:17
2722,2,827,13.71,2008-02-01 00:19:38
2723,1,255,7.59,2008-09-03 10:06:36
2724,3,196,8.0,2005-04-01 17:56:27
2725,1,264,11.31,2005-05-29 16:47:18
2726,1,148,12.91,2006-01-13 06:18:22
2727,1,620,17.77,2008-06-20 04:11:55
2728,1,293,18.74,2005-07-24 09:03:30
2729,3,224,10.11,2005-08-25 13:19:11
2730,2,449,16.25,2006-12-27 06:14:17
2731,2,47,16.75,2006-09-13 12:32:10
2732,1,391,11.02,2006-03-14 03:47:56
2733,2,79,7.29,2006-04-11 16:49:53
2734,1,191,14.71,2009-10-28 10:37:32
2735,3,969,6.2,2009-05-15 22:17:16
2736,2,39,15.94,2009-06-09 14:31:27
2737,3,786,19.56,2005-03-14 05:24:31
2738,3,827,16.48,2006-07-10 23:54:02
2739,2,463,12.14,2005-08-22 15:29:21
2740,2,528,7.68,2006-12-06 04:38:45
2741,3,195,9.35,2009-07-26 19:54:28
2742,3,845,15.48,2005-12-12 09:57:05
2743,1,412,8.52,2005-04-27 15:29:44
2744,2,68,5.5,2005-11-11 02:27:32
2745,2,484,14.95,2006-03-29 19:13:06
2746,3,743,13.74,2007-11-27 03:34:21
2747,2,508,13.21,2008-01-27 05:08:25
2748,1,37,6.61,2009-03-30 17:16:21
2749,1,508,18.27,2007-05-12 18:59:44
2750,3,845,11.08,2009-10-23 23:55:23
2751,3,686,14.92,2008-06-08 10:59:15
2752,2,664,14.5,2006-06-29 20:08:00
2753,1,585,13.11,2005-02-08 20:48:30
2754,1,573,11.12,2005-02-07 04:26:12
2755,1,647,5.43,2007-11-26 10:07:29
2756,3,515,18.49,2006-08-23 18:20:57
2757,3,991,9.38,2008-05-17 22:22:07
2758,2,513,11.04,2007-07-08 21:41:30
2759,1,131,11.28,2005-03-11 07:16:59
2760,1,623,13.58,2008-05-03 21:16:12
2761,2,953,14.23,2008-03-17 18:52:24
2762,3,296,9.42,2005-04-17 07:21:26
2763,1,678,12.49,2006-05-21 02:06:26
2764,2,143,18.98,2006-06-09 03:21:13
2765,1,843,18.12,2005-02-02 07:28:43
2766,1,663,10.98,2005-03-17 19:00:33
2767,2,704,5.47,2005-06-07 01:32:09
2768,2,869,6.73,2009-08-08 04:52:05
2769,3,433,14.14,2008-04-19 09:23:00
2770,3,120,10.4,2005-05-19 13:20:29
2771,1,222,6.97,2006-07-12 16:27:58
2772,1,781,19.38,2006-11-09 05:44:37
2773,3,116,11.23,2008-02-26 16:20:22
2774,1,640,13.21,2005-03-01 05:25:30
2775,1,611,8.63,2005-05-22 08:24:58
2776,1,737,16.95,2008-04-05 21:49:53
2777,1,948,16.46,2006-09-30 17:01:19
2778,1,668,17.07,2005-05-07 11:14:11
2779,2,523,16.74,2007-12-19 17:08:09
2780,3,789,6.67,2009-10-15 01:37:34
2781,3,10,8.65,2009-09-02 13:02:10
2782,3,423,5.77,2007-05-10 01:50:18
2783,3,285,19.84,2005-05-04 05:20:52
2784,1,705,16.44,2007-02-21 02:04:01
2785,3,939,19.31,2007-11-07 18:29:07
2786,2,693,8.54,2006-05-24 17:11:15
2787,2,307,19.39,2006-03-26 22:16:16
2788,3,776,16.33,2007-01-16 03:03:31
2789,2,725,10.43,2007-12-26 05:33:40
2790,3,762,14.73,2006-07-30 05:28:37
2791,3,387,14.24,2009-01-23 21:28:15
2792,3,930,18.81,2008-08-15 18:11:22
2793,2,125,8.05,2005-11-08 10:26:15
2794,3,568,14.26,2006-04-19 01:55:06
2795,2,951,12.95,2006-09-29 01:41:30
2796,1,596,11.09,2005-03-01 17:00:53
2797,1,375,17.76,2008-06-30 07:30:14
2798,3,539,6.11,2007-09-18 09:14:41
2799,3,998,15.86,2005-04-11 13:18:42
2800,3,292,18.32,2007-10-11 21:07:27
2801,1,456,19.2,2006-02-21 02:52:43
2802,3,98,9.27,2006-05-04 02:04:38
2803,3,803,10.62,2007-11-28 00:04:43
2804,3,818,19.75,2005-02-14 12:59:41
2805,2,169,19.86,2008-09-04 03:51:29
2806,1,342,7.4,2005-05-27 09:22:51
2807,1,492,18.27,2006-08-16 23:30:42
2808,3,731,16.34,2005-02-06 16:48:20
2809,2,883,16.83,2009-03-26 04:55:44
2810,3,546,13.4,2008-01-13 09:07:28
2811,3,247,17.45,2009-07-30 19:57:16
2812,3,279,11.92,2009-07-30 07:59:06
2813,2,593,5.54,2006-03-29 08:53:22
2814,3,562,12.64,2005-07-10 04:04:01
2815,2,380,10.25,2006-10-26 17:50:00
2816,1,578,12.48,2005-11-17 06:33:06
2817,3,997,15.11,2007-04-04 18:38:53
2818,2,894,17.67,2008-02-14 02:36:48
2819,2,504,11.96,2006-05-16 11:58:05
2820,3,269,18.0,2008-04-14 08:39:26
2821,1,833,15.95,2008-01-05 13:35:37
2822,1,500,7.34,2008-03-28 22:13:50
2823,3,976,12.6,2009-01-27 02:53:18
2824,1,439,10.24,2008-10-15 05:32:38
2825,2,732,10.65,2007-07-27 18:25:40
2826,3,213,16.84,2005-07-27 21:10:25
2827,2,276,12.83,2009-10-12 11:03:23
2828,1,670,13.64,2005-09-06 21:29:41
2829,3,32,8.91,2006-12-10 19:32:34
2830,3,187,5.65,2006-11-09 19:11:45
2831,2,98,15.81,2005-06-22 07:45:17
2832,3,987,15.59,2009-08-04 14:36:01
2833,1,669,8.12,2007-10-17 03:58:49
2834,3,22,17.9,2008-11-25 04:18:35
2835,1,550,9.13,2006-04-26 08:49:27
2836,2,642,7.71,2007-07-29 14:53:58
2837,3,124,19.66,2009-03-13 16:10:22
2838,2,332,9.45,2009-08-02 22:34:06
2839,3,829,14.54,2008-12-17 00:31:47
2840,3,737,17.52,2008-04-09 22:19:08
2841,1,100,6.01,2008-07-02 06:33:13
2842,2,264,14.06,2007-11-10 14:30:08
2843,3,167,6.54,2008-10-26 12:42:53
2844,3,556,12.47,2009-01-28 21:55:44
2845,1,847,16.28,2005-09-22 18:55:15
2846,2,926,6.24,2006-04-15 16:13:28
2847,1,402,13.51,2009-10-17 18:59:03
2848,1,891,12.28,2005-02-07 16:08:47
2849,2,117,9.15,2008-11-09 18:03:56
2850,1,413,12.88,2009-08-11 14:10:27
2851,2,143,16.4,2006-08-09 00:53:35
2852,3,529,19.13,2006-10-05 10:27:55
2853,1,865,10.68,2009-04-23 17:52:20
2854,1,662,18.16,2007-11-09 01:06:25
2855,1,982,10.05,2005-09-26 18:01:55
2856,3,289,9.33,2007-09-06 01:15:49
2857,3,737,12.25,2009-03-19 03:15:44
2858,2,876,17.55,2006-08-31 07:04:10
2859,1,409,18.09,2009-03-27 21:45:48
2860,3,821,18.03,2005-04-20 03:07:45
2861,1,383,10.8,2005-08-14 18:56:18
2862,1,324,8.3,2006-10-26 03:17:15
2863,3,458,10.35,2008-12-15 06:34:26
2864,2,149,16.05,2009-07-20 10:24:10
2865,3,83,9.73,2005-08-26 01:17:05
2866,2,717,5.75,2005-05-26 00:43:31
2867,2,746,9.05,2009-10-01 04:35:58
2868,1,410,16.24,2007-10-29 14:56:42
2869,3,744,12.69,2008-07-21 08:25:40
2870,2,908,13.32,2005-02-12 03:26:56
2871,1,104,13.43,2009-05-30 19:56:38
2872,1,628,11.2,2009-08-27 12:04:18
2873,2,165,9.09,2009-06-08 21:01:03
2874,3,751,13.32,2007-12-30 14:14:37
2875,1,393,13.41,2005-07-07 00:24:12
2876,2,389,11.17,2006-08-10 16:05:26
2877,1,818,13.7,2006-04-16 06:36:15
2878,1,76,5.54,2006-08-30 07:44:58
2879,3,96,8.29,2009-06-19 01:59:05
2880,2,751,14.2,2005-04-17 07:23:24
2881,2,560,16.97,2006-01-15 20:50:12
2882,3,260,11.05,2005-09-29 14:15:55
2883,2,508,9.24,2008-12-30 12:01:13
2884,1,347,8.31,2007-06-08 11:12:09
2885,1,903,15.46,2009-02-01 07:03:33
2886,2,462,16.98,2006-07-19 08:13:25
2887,1,627,9.56,2008-06-23 12:10:02
2888,1,219,19.58,2006-06-13 05:47:56
2889,1,605,6.14,2009-08-23 00:24:21
2890,1,494,14.21,2005-06-30 06:40:38
2891,1,912,7.21,2008-01-14 12:01:09
2892,1,289,13.13,2009-07-06 06:02:40
2893,2,624,6.0,2009-08-27 16:24:23
2894,1,325,9.25,2007-12-25 09:17:00
2895,3,172,6.35,2009-12-25 15:07:09
2896,2,300,9.43,2007-12-25 08:15:35
2897,3,613,8.28,2008-06-26 23:13:01
2898,1,522,11.12,2008-09-20 23:28:32
2899,3,880,18.81,2009-05-25 07:51:29
2900,2,467,15.04,2005-12-23 13:50:08
2901,2,737,13.05,2007-10-09 20:12:43
2902,2,805,6.04,2007-07-20 07:24:51
2903,1,27,15.92,2008-11-15 11:30:27
2904,3,209,16.0,2008-10-14 08:42:41
2905,3,13,15.15,2006-05-26 12:33:39
2906,1,252,19.02,2005-01-26 02:57:12
2907,2,322,18.11,2007-10-19 08:42:20
2908,2,299,16.28,2008-09-11 02:32:21
2909,3,621,13.21,2007-09-12 01:33:23
2910,2,399,18.93,2006-11-07 11:35:02
2911,2,338,7.33,2008-10-22 05:56:53
2912,1,697,7.99,2007-06-23 19:59:35
2913,1,857,8.64,2007-01-22 10:00:31
2914,1,221,19.22,2007-05-13 06:11:10
2915,1,672,10.22,2009-09-09 19:00:10
2916,3,246,19.51,2006-08-25 17:51:45
2917,2,779,16.46,2009-12-21 11:57:29
2918,2,825,16.87,2009-07-25 14:06:18
2919,3,283,12.35,2005-12-19 00:54:04
2920,3,100,16.46,2009-01-25 19:47:01
2921,3,476,5.2,2009-08-08 10:34:20
2922,2,800,14.81,2008-11-24 21:56:47
2923,3,417,10.79,2008-10-14 08:00:07
2924,1,29,5.49,2007-05-10 11:20:22
2925,2,175,6.96,2009-09-21 03:13:56
2926,3,627,18.38,2008-10-12 20:39:49
2927,1,808,10.3,2007-04-18 14:01:41
2928,1,633,14.92,2009-06-16 11:36:15
2929,1,636,10.44,2008-05-26 06:31:46
2930,1,193,11.04,2008-05-10 02:37:46
2931,2,446,13.75,2007-05-26 10:20:34
2932,1,33,12.58,2005-03-16 16:51:19
2933,2,627,8.65,2008-10-01 23:23:03
2934,2,363,16.04,2005-11-22 17:55:19
2935,3,876,15.02,2005-12-10 08:59:25
2936,2,150,5.08,2008-03-30 01:45:25
2937,3,51,10.21,2008-04-01 15:15:41
2938,3,300,6.11,2007-06-03 09:32:34
2939,1,519,16.71,2006-09-01 05:25:48
2940,2,146,9.48,2007-12-19 06:45:17
2941,2,950,17.84,2009-05-09 22:42:55
2942,3,984,16.52,2005-05-24 20:25:22
2943,2,121,17.45,2006-03-12 05:31:21
2944,2,733,5.53,2008-08-29 18:16:17
2945,1,617,18.44,2007-08-07 03:32:49
2946,2,460,15.56,2006-09-07 15:36:43
2947,3,635,10.62,2008-01-31 10:15:04
2948,3,342,16.74,2009-01-17 09:50:40
2949,3,672,11.57,2009-06-23 07:10:13
2950,1,825,6.81,2007-03-19 11:18:59
2951,3,483,13.03,2005-08-01 11:58:33
2952,1,674,14.5,2007-10-15 18:02:24
2953,1,170,17.96,2006-02-18 18:04:42
2954,2,764,7.66,2008-03-31 04:59:13
2955,3,263,9.42,2006-04-28 14:47:38
2956,3,245,9.66,2007-01-01 09:28:18
2957,3,492,14.47,2008-07-01 11:45:04
2958,1,36,18.56,2006-11-06 16:55:48
2959,3,13,5.76,2008-06-11 21:49:43
2960,1,207,7.78,2008-04-08 11:14:01
2961,2,205,12.29,2006-08-11 23:33:37
2962,2,469,8.86,2008-11-29 12:27:31
2963,1,971,15.35,2005-02-10 10:50:58
2964,1,69,17.6,2008-02-19 00:02:01
2965,2,527,6.38,2006-01-08 03:42:06
2966,1,956,18.94,2005-01-05 03:35:45
2967,2,575,16.46,2007-03-26 18:05:14
2968,2,835,15.34,2006-01-09 00:22:53
2969,3,774,18.3,2009-07-09 16:57:00
2970,2,714,6.13,2005-07-11 09:29:14
2971,1,233,11.02,2006-02-23 05:33:22
2972,2,61,17.1,2006-01-29 13:46:16
2973,2,910,7.11,2008-09-26 10:37:10
2974,1,828,5.53,2009-03-07 08:32:49
2975,2,188,16.95,2009-10-19 14:11:55
2976,2,110,5.11,2009-06-05 17:13:05
2977,3,741,6.67,2008-07-28 13:45:13
2978,1,402,9.86,2006-09-17 12:34:39
2979,2,31,15.33,2008-09-20 16:41:26
2980,2,424,19.01,2009-11-05 02:37:08
2981,2,899,16.51,2009-08-26 18:38:03
2982,2,786,19.08,2009-03-23 19:58:31
2983,2,547,13.22,2006-01-03 09:19:15
2984,3,265,10.93,2006-09-28 07:31:55
2985,3,763,13.36,2009-06-19 22:03:15
2986,2,661,9.26,2005-03-08 20:51:29
2987,1,145,8.69,2005-11-18 01:06:15
2988,1,709,8.16,2009-01-15 22:25:09
2989,3,260,10.93,2005-05-02 19:16:43
2990,1,647,17.12,2007-11-13 11:44:32
2991,2,214,6.21,2006-04-11 03:23:57
2992,3,93,9.06,2009-07-19 01:38:04
2993,3,474,15.34,2005-11-08 16:18:48
2994,2,153,9.99,2007-09-12 17:37:25
2995,3,111,13.91,2008-10-13 21:15:09
2996,2,323,19.69,2006-02-07 16:21:57
2997,2,37,8.49,2008-09-13 01:44:14
2998,1,549,16.93,2008-09-06 03:24:33
2999,2,386,17.33,2005-07-26 09:12:09
3000,3,863,10.81,2005-06-13 03:59:08
3001,1,644,18.98,2007-05-11 22:08:42
3002,1,808,18.98,2006-05-29 02:15:13
3003,1,116,18.85,2009-06-17 21:14:02
3004,1,693,8.39,2005-12-12 19:36:44
3005,1,485,12.3,2005-09-09 06:29:03
3006,3,386,18.77,2009-10-18 00:10:07
3007,1,711,9.03,2008-10-04 20:58:26
3008,1,564,17.47,2006-07-26 12:22:02
3009,1,330,6.63,2005-05-26 22:59:56
3010,2,32,16.78,2008-04-03 22:47:04
3011,1,704,19.0,2006-09-21 11:40:34
3012,1,989,9.64,2009-01-24 06:00:46
3013,3,723,8.28,2005-11-20 03:18:13
3014,1,439,8.61,2006-02-17 00:39:30
3015,3,36,17.14,2008-11-25 08:15:39
3016,1,978,10.25,2006-06-23 03:42:49
3017,1,858,6.66,2008-10-20 17:26:05
3018,1,572,18.28,2007-06-01 23:32:10
3019,2,655,14.1,2005-10-13 05:52:48
3020,3,578,14.57,2005-12-27 19:21:08
3021,3,346,15.07,2008-06-07 04:12:52
3022,1,142,12.08,2009-12-27 08:06:56
3023,3,416,18.41,2008-11-05 05:25:42
3024,1,929,17.48,2007-06-26 17:10:33
3025,2,893,19.61,2007-10-29 11:03:51
3026,2,20,12.16,2008-12-15 11:17:51
3027,3,876,6.37,2009-09-02 20:25:25
3028,3,999,17.36,2007-06-06 01:19:35
3029,2,997,13.36,2005-11-05 22:27:15
3030,2,978,15.81,2009-10-09 09:06:54
3031,1,715,5.4,2009-06-26 04:12:34
3032,1,15,5.08,2009-04-16 08:30:53
3033,3,875,10.29,2006-12-25 14:50:09
3034,2,239,7.57,2009-06-06 13:00:14
3035,1,956,11.25,2006-11-14 15:25:16
3036,2,520,10.46,2008-01-29 20:12:21
3037,1,715,8.46,2005-11-07 09:06:38
3038,1,109,12.45,2005-11-19 09:31:11
3039,3,368,5.05,2009-02-20 17:11:43
3040,1,528,13.32,2005-08-04 00:33:29
3041,2,181,18.27,2007-11-03 05:27:29
3042,3,462,10.14,2005-02-06 12:23:56
3043,1,863,16.02,2009-07-03 13:38:37
3044,1,944,11.46,2008-02-20 05:00:45
3045,3,788,15.85,2008-11-26 18:15:40
3046,3,748,15.43,2007-06-13 20:07:18
3047,1,432,8.69,2005-09-16 13:05:21
3048,1,566,10.39,2006-01-31 13:29:10
3049,2,317,13.08,2007-02-04 11:44:06
3050,3,911,11.55,2008-03-24 11:07:31
3051,3,907,19.56,2009-11-18 03:23:42
3052,3,831,7.23,2005-10-20 23:02:36
3053,2,378,8.25,2007-02-28 02:54:11
3054,2,150,12.6,2008-05-06 17:55:40
3055,3,821,7.84,2009-02-03 23:01:42
3056,2,96,19.82,2006-02-03 02:42:12
3057,1,847,17.38,2008-06-22 14:21:20
3058,3,594,16.14,2006-05-16 12:24:43
3059,3,843,6.84,2006-08-10 04:09:09
3060,1,537,12.71,2005-07-31 16:45:37
3061,1,797,15.05,2007-03-29 19:30:59
3062,1,454,17.2,2007-03-31 01:41:40
3063,3,939,19.48,2008-03-23 07:07:16
3064,3,703,15.68,2005-02-11 20:07:23
3065,2,911,9.93,2005-03-03 11:13:37
3066,1,601,11.14,2008-10-10 22:47:50
3067,2,664,15.5,2009-07-11 16:57:38
3068,1,219,17.51,2007-11-14 21:13:30
3069,3,995,12.72,2009-07-26 20:11:42
3070,2,315,8.46,2006-12-03 07:05:58
